品种id,分类id,指标代码,指标中文名,单位,参数,适用范围
110,110010,VEGA,Vega(交易所披露),,,期权
110,110010030,CLOSE,收盘价,,,香港窝轮牛熊证
110,110010030,OPEN,开盘价,,,香港窝轮牛熊证
110,110010030,HIGH,最高价,,,香港窝轮牛熊证
110,110010030,LOW,最低价,,,香港窝轮牛熊证
110,110010030,PRECLOSE,前收盘价,,,香港窝轮牛熊证
110,110010030,CLEAR,结算价,,,香港窝轮牛熊证
110,110010030,PRECLEAR,前结算价,,,香港窝轮牛熊证
110,110010030,DIFFER,涨跌,,,香港窝轮牛熊证
110,110010030,CLEARDIFFER,涨跌(结算),,,香港窝轮牛熊证
110,110010030,DIFFERRANGE,涨跌幅,,,香港窝轮牛熊证
110,110010030,CLEARDIFFERRANGE,涨跌幅(结算),,,香港窝轮牛熊证
110,110010030,VOLUME,成交量,,,香港窝轮牛熊证
110,110010030,AMOUNT,成交额,,,香港窝轮牛熊证
110,110010030,OI,持仓量,,,香港窝轮牛熊证
110,110010030,PREOI,昨持仓量,,,香港窝轮牛熊证
110,110006001,OPEN,开盘价,,,利率
110,110006001,CLOSE,收盘价,,,利率
110,110006001,HIGH,最高价,,,利率
110,110006001,LOW,最低价,,,利率
110,110006001,AVERAGE,均价,,,利率
110,110008,CLOSE,收盘价,,,外汇
110,110008,OPEN,开盘价,,,外汇
110,110008,HIGH,最高价,,,外汇
110,110008,LOW,最低价,,,外汇
110,110008,PRECLOSE,前收盘价,,,外汇
110,110008,CHANGE,涨跌,,,外汇
110,110008,PCTCHANGE,涨跌幅,,,外汇
110,110008011,SNAME,证券简称,,,外汇
110,110011,NAVUNIT,单位净值,,,组合
110,110011,PRTTOTALASSET,资产总值,,,组合
110,110011,NAVUNITRETURNRBASE,相对基期单位净值增长率,,,组合
110,110011,DAYPL,当日盈亏,,,组合
110,110011,DAYFLOATPL,当日浮动盈亏,,,组合
110,110011,DAYREALIZEDPL,当日已实现盈亏,,,组合
110,110011,DAYIS,当日利息收入,,,组合
110,110011,TOTALPL,累计盈亏,,,组合
110,110011,FLOATPL,浮动盈亏,,,组合
110,110011,FLOATPLRATE,浮动盈亏率,,,组合
110,110011,REALIZEDPL,已实现盈亏,,,组合
110,110011,IS,利息收入,,,组合
110,110011,BENCHRETURNBASECHG,相对基期业绩基准增长率,,,组合
