品种,分类,指标代码,指标中文名,单位,参数,适用范围
股票,趋向指标,DDI,DDI方向标准离差指数,-,1，证券代码：A股2，交易日期3，周期1：默认134，周期2：默认305，平滑因子：默认106，周期3：默认57，DDI指标选项：1：DDI；2：ADDI；3：AD8，复权方式：1-不复权 2-后复权3-前复权9，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,DMA,DMA平均线差,-,1，证券代码：A股2，交易日期3，短期周期：默认104，长期周期：默认505，周期：默认106，DMA指标选项：1:DMA;2:AMA7，复权方式：1-不复权 2-后复权3-前复权8，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,MA,MA简单移动平均,-,交易日期、周期数、复权方式、周期,沪深股票
股票,趋向指标,EXPMA,EXPMA指数平均数,-,1，证券代码：A股2，交易日期3，周期：默认124，复权方式：1-不复权 2-后复权3-前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,MACD,MACD指数平滑异同平均,-,1，证券代码：A股2，交易日期3，长期周期：默认264，短期周期：默认125，周期：默认96，MACD指标选项：1：DIFF;2：DEA;3：MACD7，复权方式：1-不复权 2-后复权3-前复权8，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,MTM,MTM动力指标,-,1，证券代码：A股2，交易日期3，间隔周期：默认6(计算动量线)4，周期：默认6(计算移动平均线)5，MTM指标选项：1：MTM;2：MAMTM6，复权方式：1-不复权 2-后复权3-前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,PRICEOSC,PRICEOSC价格振荡指标,-,1，证券代码：A股2，交易日期3，长期周期：默认264，短期周期：默认125，复权方式：1-不复权 2-后复权3-前复权6，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,TRIX,TRIX三重指数平滑平均,-,1，证券代码：A股2，交易日期3，周期1：默认124，周期2：默认205，TRIX指标选项：1：TRIX；2：TRMA6，复权方式：1-不复权 2-后复权3-前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,趋向指标,DMI,DMI趋向指标,-,交易日期、N、N1、DMI指标选项、复权方式、计算周期,沪深股票
股票,反趋向指标,BIAS,BIAS乖离率,-,1，证券代码：A股2，交易日期3，周期：默认124，复权方式：1-不复权 2-后复权3-前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,CCI,CCI顺势指标,-,1，证券代码：A股2，交易日期3，周期：默认144，复权方式：1-不复权 2-后复权3-前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,DBCD,DBCD异同离差乖离率,-,1，证券代码：A股2，交易日期3，周期1：默认54，周期2：默认165，周期3：默认766，DBCD指标选项: 1:DBCD;2:MM7，复权方式：1-不复权 2-后复权3-前复权8，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,DPO,DPO区间震荡线,-,1，证券代码：A股2，交易日期3，周期1：默认144，周期2：默认65，DPO指标选项: 1：DPO;2：MADPO6，复权方式：1-不复权 2-后复权3-前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,KDJ,KDJ随机指标,-,1，证券代码：A股2，交易日期3，周期：默认94，周期1：默认35，周期2：默认36，KDJ指标选项: 1：K;2：D;3：J7，复权方式：1-不复权 2-后复权3-前复权8，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,LWR,LWR威廉指标,-,1，证券代码：A股2，交易日期3，周期：默认94，周期1：默认35，周期2：默认36，LWR指标选项: 1：LWR1;2：LWR27，复权方式：1-不复权 2-后复权3-前复权8，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,ROC,ROC变动速率,-,1，证券代码：A股2，交易日期3，间隔周期：默认124，周期：默认65，ROC指标选项: 1：ROC;2：ROCMA6，复权方式：1-不复权 2-后复权3-前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,RSI,RSI相对强弱指标,-,1，证券代码：A股2，交易日期3，周期：默认64，复权方式：不复权，后复权，前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,SI,SI摆动指标,-,1，证券代码：A股2，交易日期3，复权方式：1-不复权 2-后复权3-前复权4，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,SRDM,SRDM动向速度比率,-,1，证券代码：A股2，交易日期3，周期:默认304，SRDM指标选项：1：SRDM；2：ASRDM5，复权方式：1-不复权 2-后复权3-前复权6，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,VROC,VROC量变动速率,-,1，证券代码：A股2，交易日期3，间隔周期:默认124，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,VRSI,VRSI量相对强弱,-,1，证券代码：A股2，交易日期3，周期:默认64，计算周期：日，周，月，季，半年，年,沪深股票
股票,反趋向指标,WR,WR威廉指标,-,1，证券代码：A股2，交易日期3，周期:默认64，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,能量指标,ARBP,BRAR人气意愿指标,-,1，证券代码：A股2，交易日期3，周期:默认264，ARBR指标选项: 1：AR;2：BR5，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权6，计算周期：日，周，月，季，半年，年,沪深股票
股票,能量指标,CR,CR能量指标,-,1，证券代码：A股2，交易日期3，周期:默认264，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,能量指标,PSY,PSY心理指标,-,1，证券代码：A股2，交易日期3，周期1:默认124，周期2：默认65，PSY指标选项：1：PSY;2：MAPSY6，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,能量指标,WAD,WAD威廉聚散指标,-,1，证券代码：A股2，交易日期3，周期:默认304，WAD指标选项: 1：WAD；2：MAWAD5，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权6，计算周期：日，周，月，季，半年，年,沪深股票
股票,能量指标,VR,VR成交量比率,-,1，证券代码：A股2，交易日期3，周期:默认264，计算周期：日，周，月，季，半年，年,沪深股票
股票,量价指标,MFI,MFI资金流向指标,-,1，证券代码：A股2，交易日期3，周期:默认144，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,量价指标,OBV,OBV能量潮,-,1，证券代码：A股2，交易日期3，OBV指标选项: 1：OBV；2：修正OBV4，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权5，计算周期：日，周，月，季，半年，年,沪深股票
股票,量价指标,PVT,PVT量价趋势指标,-,交易日期、复权方式、周期,沪深股票
股票,量价指标,WVAD,WVAD威廉变异离散量,-,1，证券代码：A股2，交易日期3，周期1：默认244，周期2：默认65，WVAD指标选项：1：WVAD；2：MAWVAD6，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,压力支撑指标,BBIBOLL,BBIBOLL多空布林线,-,1，证券代码：A股2，交易日期3，周期：默认104，带宽：默认35，BBIBOLL指标选项：1：BBIBOLL;2：UPR;3：DWN6，复权方式: 1 : 不复权；2  : 后复权；3  : 前复权7，计算周期：日，周，月，季，半年，年,沪深股票
股票,压力支撑指标,BOLL,BOLL布林线,-,交易日期、周期数、带宽、BOLL指标选项、复权方式、周期,沪深股票
股票,压力支撑指标,CDP,CDP逆势操作,-,交易日期、CDP指标选项、复权方式、周期,沪深股票
股票,压力支撑指标,SAR,SAR抛物线转向,-,交易日期、周期数、复权方式、周期,沪深股票
股票,压力支撑指标,ENV,ENV指标,-,交易日期、N日、ENV指标选项、复权方式、周期,沪深股票
股票,压力支撑指标,MIKE,MIKE指标,-,交易日期、周期数、MIKE指标选项、复权方式、周期,沪深股票
股票,成交量指标,VMA,VMA量简单移动平均,手,交易日期、周期数、周期,沪深股票
