品种,报表名,报表代码CtrName,字段代码,字段中文名
沪深股票,资产负债表,BalanceStatementSHSZ,REPORTDATE,报告日期
沪深股票,资产负债表,BalanceStatementSHSZ,STR_ISLISTINGREPORT,上市前/上市后
沪深股票,资产负债表,BalanceStatementSHSZ,reportType,报表类型
沪深股票,资产负债表,BalanceStatementSHSZ,STR_COMBINETYPE,公司类型
沪深股票,资产负债表,BalanceStatementSHSZ,MONETARYFUND,货币资金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SETTLEMENTPROVISION,结算备付金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LENDFUND,拆出资金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,TRADE_FINASSET_NOTFVTPL,交易性金融资产
沪深股票,资产负债表,BalanceStatementSHSZ,MARGINOUTFUND,融出资金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DERIVEFASSET,衍生金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ACCOUNTBILLREC,应收票据及应收账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BILLREC,应收票据(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ACCOUNTREC,应收账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,FINANCE_RECE,应收款项融资
沪深股票,资产负债表,BalanceStatementSHSZ,ADVANCEPAY,预付款项(元)
沪深股票,资产负债表,BalanceStatementSHSZ,PREMIUMREC,应收保费(元)
沪深股票,资产负债表,BalanceStatementSHSZ,RIREC,应收分保账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,RICONTACTRESERVEREC,应收分保合同准备金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,TOTAL_OTHER_RECE,其他应收款合计
沪深股票,资产负债表,BalanceStatementSHSZ,INTERESTREC,其中:应收利息(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DIVIDENDREC,其中:应收股利(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERREC,其中:其他应收款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,EXPORTREBATEREC,应收出口退税(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUBSIDYREC,应收补贴款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,INTERNALREC,内部应收款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BUYSELLBACKFASSET,买入返售金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AMORCOSTFASSET,以摊余成本计量的金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,FVALUECOMPFASSET,以公允价值计量且其变动计入其他综合收益的金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,INVENTORY,存货(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CONTRACTASSET,合同资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CLHELDSALEASS,持有待售资产
沪深股票,资产负债表,BalanceStatementSHSZ,NONLASSETONEYEAR,一年内到期的非流动资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DLYWZC,代理业务资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERLASSET,其他流动资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LASSETOTHER,流动资产其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LASSETBALANCE,流动资产平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMLASSET,流动资产合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LOANADVANCES,发放委托贷款及垫款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CREDINV,债权投资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AMORCOSTFASSETFLD,以摊余成本计量的金融资产(非流动)(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHCREDINV,其他债权投资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,FVALUECOMPFASSETFLD,以公允价值计量且其变动计入其他综合收益的金融资产(非流动)(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SALEABLEFASSET,可供出售金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,HELDMATURITYINV,持有至到期投资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LTREC,长期应收款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LTEQUITYINV,长期股权投资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHEREQUITYINV,其他权益工具投资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERNONFASSET,其他非流动金融资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ESTATEINVEST,投资性房地产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,FIXEDASSET,固定资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CONSTRUCTIONPROGRESS,在建工程(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CONSTRUCTIONMATERIAL,工程物资(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LIQUIDATEFIXEDASSET,固定资产清理(元)
沪深股票,资产负债表,BalanceStatementSHSZ,PRODUCTBIOLOGYASSET,生产性生物资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OILGASASSET,油气资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,USERIGHT_ASSET,使用权资产
沪深股票,资产负债表,BalanceStatementSHSZ,INTANGIBLEASSET,无形资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEVELOPEXP,开发支出(元)
沪深股票,资产负债表,BalanceStatementSHSZ,GOODWILL,商誉(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LTDEFERASSET,长期待摊费用(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEFERINCOMETAXASSET,递延所得税资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERNONLASSET,其他非流动资产(元)
沪深股票,资产负债表,BalanceStatementSHSZ,NONLASSETOTHER,非流动资产其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,NONLASSETBALANCE,非流动资产平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMNONLASSET,非流动资产合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ASSETOTHER,资产其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ASSETBALANCE,资产平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMASSET,资产总计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,STBORROW,短期借款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BORROWFROMCBANK,向中央银行借款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEPOSIT,吸收存款及同业存放(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BORROWFUND,拆入资金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,TRADE_FINLIAB_NOTFVTPL,交易性金融负债
沪深股票,资产负债表,BalanceStatementSHSZ,DERIVEFLIAB,衍生金融负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ACCOUNTBILLPAY,应付票据及应付账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BILLPAY,应付票据(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ACCOUNTPAY,应付账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ADVANCERECEIVE,预收款项(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CONTRACTLIAB,合同负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SELLBUYBACKFASSET,卖出回购金融资产款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,COMMPAY,应付手续费及佣金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SALARYPAY,应付职工薪酬(元)
沪深股票,资产负债表,BalanceStatementSHSZ,TAXPAY,应交税费(元)
沪深股票,资产负债表,BalanceStatementSHSZ,TOTAL_OTHER_PAYABLE,其他应付款合计
沪深股票,资产负债表,BalanceStatementSHSZ,INTERESTPAY,其中:应付利息(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DIVIDENDPAY,其中:应付股利(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERPAY,其中:其他应付款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,RIPAY,应付分保账款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,INTERNALPAY,内部应付款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ANTICIPATELLIAB,预计流动负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CONTACTRESERVE,保险合同准备金(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AGENTTRADESECURITY,代理买卖证券款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AGENTUWSECURITY,代理承销证券款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEFERINCOMEONEYEAR,一年内的递延收益(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AMORCOSTFLIAB,以摊余成本计量的金融负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,STBONDREC,应付短期债券(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CLHELDSALELIAB,持有待售负债
沪深股票,资产负债表,BalanceStatementSHSZ,NONLLIABONEYEAR,一年内到期的非流动负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DLYWFZ,代理业务负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERLLIAB,其他流动负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LLIABOTHER,流动负债其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LLIABBALANCE,流动负债平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMLLIAB,流动负债合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LTBORROW,长期借款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,AMORCOSTFLIABFLD,以摊余成本计量的金融负债(非流动)(元)
沪深股票,资产负债表,BalanceStatementSHSZ,BONDPAY,应付债券(元)
沪深股票,资产负债表,BalanceStatementSHSZ,YXGYF,其中:优先股(元)
沪深股票,资产负债表,BalanceStatementSHSZ,YXZYF,其中:永续债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LEASE_LIAB,租赁负债
沪深股票,资产负债表,BalanceStatementSHSZ,LTACCOUNTPAY,长期应付款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LTSALARYPAY,长期应付职工薪酬
沪深股票,资产负债表,BalanceStatementSHSZ,SPECIALPAY,专项应付款(元)
沪深股票,资产负债表,BalanceStatementSHSZ,ANTICIPATELIAB,预计负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEFERINCOME,递延收益(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DEFERINCOMETAXLIAB,递延所得税负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERNONLLIAB,其他非流动负债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,NONLLIABOTHER,非流动负债其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,NONLLIABBALANCE,非流动负债平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMNONLLIAB,非流动负债合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LIABOTHER,负债其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LIABBALANCE,负债平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMLIAB,负债合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SHARECAPITAL,实收资本(或股本)(元)
沪深股票,资产负债表,BalanceStatementSHSZ,QTQYGJ,其他权益工具(元)
沪深股票,资产负债表,BalanceStatementSHSZ,YXGQY,其中:优先股(元)
沪深股票,资产负债表,BalanceStatementSHSZ,YXZQY,其中:永续债(元)
沪深股票,资产负债表,BalanceStatementSHSZ,QT,其中:其他(元)
沪深股票,资产负债表,BalanceStatementSHSZ,CAPITALRESERVE,资本公积(元)
沪深股票,资产负债表,BalanceStatementSHSZ,INVENTORYSHARE,减:库存股(元)
沪深股票,资产负债表,BalanceStatementSHSZ,OTHERCINCOME,其他综合收益(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SPECIALRESERVE,专项储备(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SURPLUSRESERVE,盈余公积(元)
沪深股票,资产负债表,BalanceStatementSHSZ,GENERALRISKPREPARE,一般风险准备(元)
沪深股票,资产负债表,BalanceStatementSHSZ,UNCONFIRMINVLOSS,未确定的投资损失(元)
沪深股票,资产负债表,BalanceStatementSHSZ,RETAINEDEARNING,未分配利润(元)
沪深股票,资产负债表,BalanceStatementSHSZ,PLANCASHDIVI,拟分配现金股利(元)
沪深股票,资产负债表,BalanceStatementSHSZ,DIFFCONVERSIONFC,外币报表折算差额(元)
沪深股票,资产负债表,BalanceStatementSHSZ,PARENTEQUITYOTHER,归属于母公司股东权益其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,PARENTEQUITYBALANCE,归属于母公司股东权益平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMPARENTEQUITY,归属于母公司股东权益合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,MINORITYEQUITY,少数股东权益(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SHEQUITYOTHER,股东权益其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SHEQUITYBALANCE,股东权益平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMSHEQUITY,股东权益合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LIABSHEQUITYOTHER,负债和股东权益其他项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,LIABSHEQUITYBALANCE,负债和股东权益平衡项目(元)
沪深股票,资产负债表,BalanceStatementSHSZ,SUMLIABSHEQUITY,负债和股东权益合计(元)
沪深股票,资产负债表,BalanceStatementSHSZ,FIRSTNOTICEDATE,公告日期
沪深股票,资产负债表,BalanceStatementSHSZ,REPORTSOURCETYPE,数据来源
沪深股票,资产负债表,BalanceStatementSHSZ,OPINIONTYPE,审计意见(境内)
沪深股票,利润表,IncomeStatementSHSZ,REPORTDATE,报告日期
沪深股票,利润表,IncomeStatementSHSZ,STR_ISLISTINGREPORT,上市前/上市后
沪深股票,利润表,IncomeStatementSHSZ,reportType,报表类型
沪深股票,利润表,IncomeStatementSHSZ,STR_COMBINETYPE,公司类型
沪深股票,利润表,IncomeStatementSHSZ,TOTALOPERATEREVE,一、营业总收入(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATEREVE,营业收入(元)
沪深股票,利润表,IncomeStatementSHSZ,INTREVE,利息收入(元)
沪深股票,利润表,IncomeStatementSHSZ,PREMIUMEARNED,已赚保费(元)
沪深股票,利润表,IncomeStatementSHSZ,COMMREVE,手续费及佣金收入(元)
沪深股票,利润表,IncomeStatementSHSZ,OTHERREVE,其他业务收入(元)
沪深股票,利润表,IncomeStatementSHSZ,TOTALOPERATEREVEOTHER,营业总收入其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,TOTALOPERATEEXP,二、营业总成本(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATEEXP,营业成本(元)
沪深股票,利润表,IncomeStatementSHSZ,INTEXP,利息支出(元)
沪深股票,利润表,IncomeStatementSHSZ,COMMEXP,手续费及佣金支出(元)
沪深股票,利润表,IncomeStatementSHSZ,RDEXP,研发费用(元)
沪深股票,利润表,IncomeStatementSHSZ,SURRENDERPREMIUM,退保金(元)
沪深股票,利润表,IncomeStatementSHSZ,NETINDEMNITYEXP,赔付支出净额(元)
沪深股票,利润表,IncomeStatementSHSZ,NETCONTACTRESERVE,提取保险合同准备金净额(元)
沪深股票,利润表,IncomeStatementSHSZ,POLICYDIVIEXP,保单红利支出(元)
沪深股票,利润表,IncomeStatementSHSZ,RIEXP,分保费用(元)
沪深股票,利润表,IncomeStatementSHSZ,OTHEREXP,其他业务成本(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATETAX,营业税金及附加(元)
沪深股票,利润表,IncomeStatementSHSZ,SALEEXP,销售费用(元)
沪深股票,利润表,IncomeStatementSHSZ,MANAGEEXP,管理费用(元)
沪深股票,利润表,IncomeStatementSHSZ,FINANCEEXP,财务费用(元)
沪深股票,利润表,IncomeStatementSHSZ,QZLXFY,其中:利息费用(元)
沪深股票,利润表,IncomeStatementSHSZ,QZLXSR,其中:利息收入(元)
沪深股票,利润表,IncomeStatementSHSZ,ASSETDEVALUELOSS,资产减值损失(元)
沪深股票,利润表,IncomeStatementSHSZ,XYZJSZ,信用减值损失(元)
沪深股票,利润表,IncomeStatementSHSZ,TOTALOPERATEEXPOTHER,营业总成本其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,FVALUEINCOME,加:公允价值变动收益(元)
沪深股票,利润表,IncomeStatementSHSZ,INVESTINCOME,投资收益(元)
沪深股票,利润表,IncomeStatementSHSZ,INVESTJOINTINCOME,其中:对联营企业和合营企业的投资收益(元)
沪深股票,利润表,IncomeStatementSHSZ,JCKTQSY,净敞口套期收益(元)
沪深股票,利润表,IncomeStatementSHSZ,ADISPOSALINCOME,资产处置收益(元)
沪深股票,利润表,IncomeStatementSHSZ,EXCHANGEINCOME,汇兑收益(元)
沪深股票,利润表,IncomeStatementSHSZ,ZCJZSSX,资产减值损失(新)(元)
沪深股票,利润表,IncomeStatementSHSZ,XYJZSSX,信用减值损失(新)(元)
沪深股票,利润表,IncomeStatementSHSZ,MIOTHERINCOME,其他收益(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATEPROFITOTHER,营业利润其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATEPROFITBALANCE,营业利润平衡项目(元)
沪深股票,利润表,IncomeStatementSHSZ,OPERATEPROFIT,三、营业利润(元)
沪深股票,利润表,IncomeStatementSHSZ,NONOPERATEREVE,加:营业外收入(元)
沪深股票,利润表,IncomeStatementSHSZ,FLDZCCZLD,其中:非流动资产处置利得(元)
沪深股票,利润表,IncomeStatementSHSZ,NONOPERATEEXP,减:营业外支出(元)
沪深股票,利润表,IncomeStatementSHSZ,NONLASSETNETLOSS,其中:非流动资产处置净损失(元)
沪深股票,利润表,IncomeStatementSHSZ,SUMPROFITOTHER,加:影响利润总额的其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,SUMPROFITBALANCE,利润总额平衡项目(元)
沪深股票,利润表,IncomeStatementSHSZ,SUMPROFIT,四、利润总额(元)
沪深股票,利润表,IncomeStatementSHSZ,INCOMETAX,减:所得税费用(元)
沪深股票,利润表,IncomeStatementSHSZ,NETPROFITOTHER1,加:影响净利润的其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,UNCONFIRMINVLOSS,未确认投资损失(元)
沪深股票,利润表,IncomeStatementSHSZ,NETPROFITBALANCE2,净利润差额(合计平衡项目)(元)
沪深股票,利润表,IncomeStatementSHSZ,NETPROFIT,五、净利润(元)
沪深股票,利润表,IncomeStatementSHSZ,COMBINEDNETPROFITB,其中:被合并方在合并前实现利润(元)
沪深股票,利润表,IncomeStatementSHSZ,CONTINUOUSONPROFIT,持续经营净利润(元)
沪深股票,利润表,IncomeStatementSHSZ,TERMINATIONONPROFIT,终止经营净利润(元)
沪深股票,利润表,IncomeStatementSHSZ,PARENTNETPROFIT,归属于母公司股东的净利润(元)
沪深股票,利润表,IncomeStatementSHSZ,MINORITYINCOME,少数股东损益(元)
沪深股票,利润表,IncomeStatementSHSZ,NETPROFITOTHER2,净利润其他项目(元)
沪深股票,利润表,IncomeStatementSHSZ,NETPROFITBALANCE1,净利润差额(合计平衡项目)(元)
沪深股票,利润表,IncomeStatementSHSZ,BASICEPS,(一)基本每股收益(元)
沪深股票,利润表,IncomeStatementSHSZ,DILUTEDEPS,(二)稀释每股收益(元)
沪深股票,利润表,IncomeStatementSHSZ,OTHERCINCOME,七、其他综合收益(元)
沪深股票,利润表,IncomeStatementSHSZ,PARENTOTHERCINCOME,归属于母公司股东的其他综合收益(元)
沪深股票,利润表,IncomeStatementSHSZ,MINORITYOTHERCINCOME,归属于少数股东的其他综合收益(元)
沪深股票,利润表,IncomeStatementSHSZ,SUMCINCOME,八、综合收益总额(元)
沪深股票,利润表,IncomeStatementSHSZ,PARENTCINCOME,归属于母公司所有者的综合收益总额(元)
沪深股票,利润表,IncomeStatementSHSZ,MINORITYCINCOME,归属于少数股东的综合收益总额(元)
沪深股票,利润表,IncomeStatementSHSZ,FIRSTNOTICEDATE,公告日期
沪深股票,利润表,IncomeStatementSHSZ,REPORTSOURCETYPE,数据来源
沪深股票,利润表,IncomeStatementSHSZ,OPINIONTYPE,审计意见(境内)
沪深股票,现金流量表,CashFlowStatementSHSZ,REPORTDATE,报告日期
沪深股票,现金流量表,CashFlowStatementSHSZ,STR_ISLISTINGREPORT,上市前/上市后
沪深股票,现金流量表,CashFlowStatementSHSZ,reportType,报表类型
沪深股票,现金流量表,CashFlowStatementSHSZ,STR_COMBINETYPE,公司类型
沪深股票,现金流量表,CashFlowStatementSHSZ,SALEGOODSSERVICEREC,销售商品、提供劳务收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIDEPOSIT,客户存款和同业存放款项净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIBORROWFROMCBANK,向中央银行借款净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIBORROWFROMFI,向其他金融机构拆入资金净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,PREMIUMREC,收到原保险合同保费取得的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NETRIREC,收到再保险业务现金净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIINSUREDDEPOSITINV,保户储金及投资款净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIDISPTRADEFASSET,处置交易性金融资产净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INTANDCOMMREC,收取利息、手续费及佣金的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIBORROWFUND,拆入资金净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NDLOANADVANCES,发放贷款及垫款的净减少额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIBUYBACKFUND,回购业务资金净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,TAXRETURNREC,收到的税费返还(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OTHEROPERATEREC,收到其他与经营活动有关的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWINOTHER,经营活动现金流入的其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWINBALANCE,经营活动现金流入的平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUMOPERATEFLOWIN,经营活动现金流入小计(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,BUYGOODSSERVICEPAY,购买商品、接受劳务支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NILOANADVANCES,客户贷款及垫款净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIDEPOSITINCBANKFI,存放中央银行和同业款项净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INDEMNITYPAY,支付原保险合同赔付款项的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INTANDCOMMPAY,支付利息、手续费及佣金的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,DIVIPAY,支付保单红利的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,EMPLOYEEPAY,支付给职工以及为职工支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,TAXPAY,支付的各项税费(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OTHEROPERATEPAY,支付其他与经营活动有关的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWOUTOTHER,经营活动现金流出的其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWOUTBALANCE,经营活动现金流出的平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUMOPERATEFLOWOUT,经营活动现金流出小计(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWOTHER,经营活动产生的现金流量净额其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OPERATEFLOWBALANCE,经营活动产生的现金流量净额平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NETOPERATECASHFLOW,经营活动产生的现金流量净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,DISPOSALINVREC,收回投资收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVINCOMEREC,取得投资收益收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,DISPFILASSETREC,处置固定资产、无形资产和其他长期资产收回的现金净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,DISPSUBSIDIARYREC,处置子公司及其他营业单位收到的现金净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,REDUCEPLEDGETDEPOSIT,减少质押和定期存款所收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OTHERINVREC,收到其他与投资活动有关的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWINOTHER,投资活动现金流入的其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWINBALANCE,投资活动现金流入的平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUMINVFLOWIN,投资活动现金流入小计(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,BUYFILASSETPAY,购建固定资产、无形资产和其他长期资产支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVPAY,投资支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NIPLEDGELOAN,质押贷款净增加额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,GETSUBSIDIARYPAY,取得子公司及其他营业单位支付的现金净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,ADDPLEDGETDEPOSIT,增加质押和定期存款所支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OTHERINVPAY,支付其他与投资活动有关的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWOUTOTHER,投资活动现金流出的其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWOUTBALANCE,投资活动现金流出的平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUMINVFLOWOUT,投资活动现金流出小计(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWOTHER,投资活动产生的现金流量净额其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,INVFLOWBALANCE,投资活动产生的现金流量净额平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,NETINVCASHFLOW,投资活动产生的现金流量净额(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,ACCEPTINVREC,吸收投资收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUBSIDIARYACCEPT,其中:子公司吸收少数股东投资收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,LOANREC,取得借款收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,ISSUEBONDREC,发行债券收到的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,OTHERFINAREC,收到其他与筹资活动有关的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,FINAFLOWINOTHER,筹资活动现金流入的其他项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,FINAFLOWINBALANCE,筹资活动现金流入的平衡项目(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,SUMFINAFLOWIN,筹资活动现金流入小计(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,REPAYDEBTPAY,偿还债务支付的现金(元)
沪深股票,现金流量表,CashFlowStatementSHSZ,DIVIPROFITORINTPAY,分配股利、利润或偿付利息支付的现金(元)
